MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_FLIGHT_DATE,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,avg_discount,Points_Sum,Point_NotFlight
31312,4/22/2010,6/24/2012,Female,4,PARIS,,FR,31.0,3/31/2014,10,17951,7910.0,4583.0,30074,3/26/2014,6,71.22222222,247,0,0.7280724209999999,17951,0
8149,8/26/2009,4/2/2013,Male,4,haerbin,heilongjiang,CN,60.0,3/31/2014,13,21129,0.0,18312.0,15256,1/3/2014,89,23.0,143,1,1.4351074990000001,21515,1
46355,9/15/2008,10/13/2008,Male,4,shenzhen,guangdong,CN,43.0,3/31/2014,27,15163,11505.0,9023.0,37235,3/20/2014,12,27.53846154,102,1,0.587973144,15963,3
33378,4/19/2012,4/19/2012,Male,4,.,tianjin,CN,45.0,3/31/2014,23,21842,6266.0,9267.0,28901,1/26/2014,66,29.40909091,102,0,0.7574184279999999,21842,0
59739,3/14/2012,4/18/2012,Male,4,guangzhou,guangdong,CN,40.0,3/31/2014,21,22696,7682.0,12975.0,29409,2/23/2014,38,33.8,289,0,0.744310245,22696,0
14705,9/22/2011,9/22/2011,Male,4,zhengzhou,henan,CN,60.0,3/31/2014,29,20975,11717.0,9430.0,27270,3/18/2014,14,25.42857143,98,0,0.8026255959999999,21108,2
5066,6/25/2011,6/25/2011,Male,4,zhaoqing,guangdong,CN,40.0,3/31/2014,17,22305,11325.0,10813.0,28082,2/17/2014,44,35.0625,175,0,0.7793287520000001,22305,0
57595,9/13/2008,9/22/2008,Male,4,MELBOURNE,,AU,56.0,3/31/2014,8,13376,5258.0,6058.0,33908,10/6/2013,178,62.14285714,298,0,0.64535095,13376,0
18946,8/3/2006,1/20/2007,Male,4,shamen,fujian,CN,35.0,3/31/2014,26,20523,11971.0,11603.0,24813,3/25/2014,7,27.16,108,2,0.881797042,20523,2
48777,11/14/2008,11/14/2008,Male,4,dongguan,guangdong,CN,44.0,3/31/2014,19,20415,8817.0,7844.0,30597,1/25/2014,67,33.72222222,124,0,0.7149308759999999,20415,0
60701,6/23/2012,6/23/2012,Male,4,guangzhou,guangdong,CN,30.0,3/31/2014,24,16004,6343.0,13617.0,36267,3/25/2014,7,27.86956522,159,0,0.6031033720000001,19533,6
24695,4/26/2012,4/26/2012,Male,4,tianjin,tianjin,CN,33.0,3/31/2014,16,19448,11415.0,8046.0,27110,3/11/2014,21,45.66666667,296,0,0.806753596,19448,0
22120,4/30/2009,4/30/2009,Male,4,wulumuqi,xinjiang,CN,38.0,3/31/2014,15,16374,7445.0,6545.0,34057,10/14/2013,170,34.28571429,125,0,0.642166662,16374,0
33084,10/5/2011,10/5/2011,Male,4,shanghai,shanghai,CN,44.0,3/31/2014,22,17626,11102.0,6533.0,29112,2/27/2014,34,30.80952381,135,1,0.7511878259999999,20826,5
62830,3/22/2008,3/22/2008,Male,4,haerbin,heilongjiang,CN,33.0,3/31/2014,16,18704,5519.0,9265.0,26893,1/20/2014,72,43.53333333,245,1,0.8131469159999999,20000,2
49607,4/19/2010,3/28/2013,Male,4,jinjiang,fujian,CN,36.0,3/31/2014,22,17574,770.0,19932.0,29539,3/17/2014,15,16.904761899999997,69,0,0.7402694740000001,17574,0
19229,2/26/2007,4/28/2007,Male,4,guangzhou,guangdong,CN,53.0,3/31/2014,23,18294,11474.0,8660.0,35743,1/11/2014,81,28.95454545,130,0,0.611774054,18294,0
40068,4/16/2009,4/16/2009,Male,4,shantou,guangdong,CN,41.0,3/31/2014,46,23364,18942.0,12553.0,27520,3/3/2014,29,15.08888889,79,0,0.7944923690000001,24864,1
29692,8/23/2007,8/31/2007,Male,4,guangzhou,guangdong,CN,55.0,3/31/2014,17,22681,11533.0,9960.0,21081,12/13/2013,110,35.4375,153,1,1.037147194,22681,1
30289,9/17/2008,9/17/2008,Female,4,beijing,beijing,CN,59.0,3/31/2014,12,20927,12120.0,7840.0,15170,2/14/2014,47,58.09090909,182,0,1.4412043509999999,20927,0
5540,5/19/2011,5/19/2011,Male,4,xining,qinghai,CN,46.0,3/31/2014,17,14958,10696.0,6570.0,31193,2/18/2014,43,41.9375,109,0,0.700831917,14958,0
8929,3/25/2008,9/29/2010,Male,4,beijing,,CN,46.0,3/31/2014,13,20116,9213.0,9657.0,25074,3/25/2014,7,58.91666667,182,0,0.871844141,20116,0
46073,1/12/2007,5/2/2007,Male,4,shenzhen,guangdong,CN,36.0,3/31/2014,21,18970,2499.0,14480.0,28421,2/13/2014,48,30.75,141,1,0.769121424,18970,1
38872,11/23/2007,3/8/2008,Female,4,guangzhou,guangdong,CN,39.0,3/31/2014,20,17623,9586.0,9028.0,33018,3/27/2014,5,32.52631579,201,1,0.662000727,18110,5
44822,6/22/2008,6/22/2008,Male,4,changchun,jilin,CN,47.0,3/31/2014,26,15896,10856.0,8865.0,35071,12/18/2013,105,23.84,175,0,0.62323173,15896,0
44545,10/13/2005,10/13/2005,Male,4,beijing,beijing,CN,41.0,3/31/2014,24,20742,15122.0,5360.0,27602,9/14/2013,200,22.91304348,54,2,0.791871966,21070,5
3239,4/25/2008,8/4/2008,Male,4,guangzhou,guangdong,CN,36.0,3/31/2014,17,19824,11464.0,7480.0,33437,12/30/2013,93,37.0,127,3,0.653650148,19824,3
49530,4/17/2011,8/31/2011,Male,4,shenzhen,guangdong,CN,45.0,3/31/2014,28,18245,14339.0,8180.0,26917,2/15/2014,46,25.2962963,122,0,0.81196753,18245,0
44419,1/21/2011,8/18/2011,Female,4,wulumuqi,xinjiang,CN,39.0,3/31/2014,9,17919,13378.0,4700.0,27192,3/12/2014,20,78.25,228,0,0.8037419090000001,20383,1
59778,7/10/2011,7/10/2011,Male,4,shenzhen,guangdong,CN,57.0,3/31/2014,29,19433,17883.0,5177.0,34464,8/15/2013,230,17.28571429,89,1,0.634100801,19433,1
14736,12/14/2011,12/14/2011,Male,4,changsha,hunan,CN,52.0,3/31/2014,18,20849,11011.0,7605.0,25889,3/24/2014,8,40.76470588,146,0,0.844118351,21394,1
30183,5/23/2008,12/19/2008,Male,4,guangzhou,,CN,37.0,3/31/2014,14,13454,9667.0,3980.0,30728,12/20/2013,103,46.0,388,0,0.711041395,13454,0
10873,1/8/2013,4/5/2013,Female,4,shunyi,beijing,CN,46.0,3/31/2014,19,17124,0.0,19285.0,33946,3/31/2014,1,20.05555556,111,0,0.6435865789999999,17124,0
11286,8/30/2005,5/25/2006,Male,4,shanghai,shanghai,CN,52.0,3/31/2014,22,20769,9872.0,8479.0,26247,11/23/2013,130,28.57142857,153,2,0.832285595,21857,3
5262,8/6/2011,8/6/2011,Female,4,SINGAPORE,.,SG,27.0,3/31/2014,9,16812,4620.0,9021.0,31600,2/19/2014,42,79.375,267,0,0.6911411390000001,16812,0
28311,3/7/2008,3/7/2008,Male,4,guangzhou,guangdong,CN,56.0,3/31/2014,25,17909,8128.0,4520.0,30469,2/27/2014,34,27.45833333,100,0,0.7167891959999999,17909,0
33269,8/20/2012,8/20/2012,Male,4,nanyang,henan,CN,29.0,3/31/2014,18,22781,2820.0,14601.0,23795,3/16/2014,16,33.76470588,113,0,0.917667577,22781,0
32723,3/25/2012,3/25/2012,Female,4,guangzhou,guangdong,CN,41.0,3/31/2014,24,17651,8831.0,11683.0,31177,3/18/2014,14,24.39130435,172,0,0.7003560320000001,17651,0
17248,2/24/2010,2/27/2010,Female,4,haerbinshi,heilongjiangsheng,CN,58.0,3/31/2014,13,18576,5706.0,10475.0,30851,3/23/2014,9,48.16666667,333,0,0.7077462640000001,18576,0
24200,12/15/2011,4/11/2012,Male,4,wuhan,hubei,CN,48.0,3/31/2014,30,18986,10189.0,9808.0,31142,3/26/2014,6,24.65517241,86,0,0.7010937,18986,0
3016,2/3/2010,3/2/2010,Male,4,MEIBOURNE,VICTORIA,AU,57.0,3/31/2014,4,12060,5500.0,5850.0,30424,10/13/2013,171,178.0,196,0,0.7175,12060,0
47264,5/16/2005,8/5/2005,Male,5,wuhan,hubei,CN,39.0,3/31/2014,27,19680,5773.0,11176.0,27231,3/21/2014,11,27.26923077,87,1,0.80162315,19680,1
19394,7/12/2007,7/15/2007,Female,4,shanghai,shanghai,CN,53.0,3/31/2014,18,20186,2608.0,8151.0,24981,3/22/2014,10,37.64705882,240,0,0.8737988870000001,23473,2
22198,1/14/2010,2/1/2011,Male,4,guangzhou,guangdong,CN,41.0,3/31/2014,21,14919,6113.0,16327.0,34387,3/31/2014,1,35.95,145,0,0.634731439,18997,3
49192,7/9/2009,7/9/2009,Male,4,shanghai,,CN,45.0,3/31/2014,14,19916,5248.0,5490.0,16696,2/28/2014,33,53.38461538,168,1,1.30727839,20804,3
13345,11/30/2009,11/30/2009,Male,4,guangzhou,guangdong,CN,32.0,3/31/2014,21,16711,14720.0,5077.0,34400,8/5/2013,240,22.4,138,3,0.634451744,47262,10
4918,3/18/2011,3/24/2011,Male,4,dushanzi,xinjiang,CN,38.0,3/31/2014,11,18309,10513.0,4823.0,29733,3/16/2014,16,71.2,317,0,0.734024485,19038,1
31760,10/24/2010,10/24/2010,Male,4,wuhanshi,hubeisheng,CN,47.0,3/31/2014,35,19236,9468.0,12342.0,28066,3/6/2014,26,20.20588235,117,0,0.7775764270000001,19236,0
21172,4/17/2008,9/6/2010,Male,4,beijing,beijing,CN,45.0,3/31/2014,19,21418,11468.0,9069.0,20164,9/1/2013,213,28.16666667,101,0,1.08229518,24889,3
9997,12/15/2006,7/25/2009,Male,4,zhengzhou,henan,CN,38.0,3/31/2014,22,17480,13455.0,5959.0,28423,3/14/2014,18,29.76190476,166,1,0.7677676529999999,17480,1
52789,6/19/2010,6/20/2010,Male,4,guangzhou,guangdong,CN,45.0,3/31/2014,28,13043,10027.0,9468.0,41131,1/9/2014,83,23.48148148,152,2,0.530515426,14399,15
8439,8/8/2006,8/8/2006,Male,4,shenyangshi,liaoning,CN,41.0,3/31/2014,25,17849,15779.0,6258.0,23546,2/4/2014,57,26.5,109,0,0.926499618,18469,1
35603,9/5/2007,11/12/2007,Male,4,shenyangshi,liaoningsheng,CN,58.0,3/31/2014,41,20317,7471.0,15425.0,28982,2/21/2014,40,17.225,98,9,0.752628528,23263,12
40508,7/23/2010,7/23/2010,Male,4,dalianshi,liaoning,CN,37.0,3/31/2014,32,18794,16682.0,6979.0,28074,3/21/2014,11,23.12903226,96,1,0.776853316,22937,15
42456,12/27/2012,12/27/2012,Male,5,wuhan,hubei,CN,54.0,3/31/2014,27,20172,3456.0,15735.0,27047,2014/2/29  0:00:00,32,16.5,69,0,0.8062794390000001,21150,0
35530,7/15/2007,7/15/2007,Male,5,changchun,jilin,CN,39.0,3/31/2014,20,20668,5745.0,14264.0,27393,2/27/2014,34,24.68421053,155,2,0.796074545,20668,2
22506,12/3/2009,12/15/2009,Male,5,anshan,liaoning,CN,46.0,3/31/2014,28,16795,7931.0,12005.0,33107,2014/2/29  0:00:00,32,22.37037037,132,0,0.658631709,16795,0
10391,9/2/2010,6/21/2011,Male,4,guangzhoushi,guangdongsheng,CN,36.0,3/31/2014,20,14733,1365.0,15007.0,36077,2/6/2014,55,33.42105263,311,1,0.604394212,25884,16
1717,6/16/2012,9/27/2012,Male,4,beijing,beijing,CN,44.0,3/31/2014,15,19851,7806.0,10933.0,29144,3/15/2014,17,38.21428571,81,0,0.7481220829999999,19851,0
23332,3/31/2011,3/31/2011,Male,4,changchun,jilin,CN,32.0,3/31/2014,14,16833,16722.0,470.0,30242,6/7/2013,299,32.92307692,130,0,0.720905363,16833,0
56589,7/6/2007,12/27/2009,Male,4,shenzhen,guangdong,CN,41.0,3/31/2014,23,18765,14381.0,6869.0,28108,2/28/2014,33,30.59090909,123,1,0.775626156,21765,5
4970,11/17/2010,11/19/2010,Male,4,guangzhou,guangdong,CN,31.0,3/31/2014,17,22330,14067.0,5298.0,29450,11/5/2013,148,35.875,138,0,0.740240747,22330,0
15105,1/17/2012,3/14/2012,Male,4,shenzhen,guangdong,CN,32.0,3/31/2014,35,18026,11549.0,12049.0,35839,3/31/2014,1,20.76470588,140,0,0.608270878,19196,6
60218,1/10/2012,1/10/2012,Male,4,zhongqingshi,zhongqing,CN,35.0,3/31/2014,16,17506,10524.0,5253.0,35053,12/21/2013,102,39.4,211,0,0.621757339,18725,4
17428,5/20/2010,5/26/2011,Male,4,beijing,,CN,66.0,3/31/2014,25,15443,18764.0,1139.0,39893,8/29/2013,216,20.79166667,206,0,0.5462020910000001,15443,0
48744,7/13/2011,11/21/2011,Male,4,ALOR SETAR,KEDAH DARUL AMAN,MY,58.0,3/31/2014,16,11483,6064.0,9206.0,33110,3/21/2014,11,38.86666667,153,0,0.6580063420000001,11483,0
8325,1/26/2011,8/26/2012,Male,4,wulumuqi,xinjiang,CN,48.0,3/31/2014,12,17276,5888.0,11325.0,32651,3/26/2014,6,52.54545455,184,0,0.667250314,17276,0
1102,1/23/2007,6/15/2007,Female,4,guangzhou,guangdong,CN,46.0,3/31/2014,26,17815,9610.0,11916.0,31979,3/3/2014,29,28.08,117,3,0.681124175,41368,28
8941,10/25/2008,1/16/2009,Male,4,wulumuqi,xinjiang,CN,40.0,3/31/2014,19,16032,2941.0,14753.0,35815,12/22/2013,101,27.66666667,108,0,0.608154125,16032,0
51791,8/9/2012,8/9/2012,Male,5,shenzhen,guangdong,CN,42.0,3/31/2014,26,15240,8231.0,9427.0,37948,3/5/2014,27,22.96,86,0,0.573902445,15240,0
62684,11/14/2007,11/14/2007,Male,6,shenyangshi,liaoningsheng,CN,45.0,3/31/2014,27,18548,6957.0,14414.0,27825,3/31/2014,1,21.42307692,128,0,0.7826770890000001,18548,0
4515,7/23/2010,7/23/2010,Male,4,shenzhen,guangdong,CN,48.0,3/31/2014,14,20334,11275.0,7158.0,28858,10/14/2013,170,42.38461538,90,0,0.754571696,20334,0
42552,6/3/2012,6/3/2012,Female,4,kuerle,xinjiang,CN,27.0,3/31/2014,11,22529,4168.0,11807.0,29358,10/27/2013,157,51.1,351,0,0.741486137,26178,1
62552,4/12/2006,4/12/2006,Female,4,fushun,liaoning,CN,71.0,3/31/2014,14,19315,12698.0,5418.0,21497,10/27/2013,157,42.92307692,186,0,1.0125864070000001,19315,0
5513,12/21/2011,12/21/2011,Male,4,dalian,liaoning,CN,44.0,3/31/2014,32,16703,6170.0,16049.0,31729,3/27/2014,5,23.35483871,89,1,0.6860093290000001,16703,1
8637,8/23/2007,8/23/2007,Female,4,wafangdian,liaoning,CN,38.0,3/31/2014,35,16871,1775.0,7398.0,32696,1/23/2014,69,18.11764706,130,0,0.665682958,28466,17
23027,1/19/2011,1/28/2011,Male,4,shenzhen,guangdong,CN,46.0,3/31/2014,22,16883,12222.0,8022.0,34757,12/18/2013,105,28.85714286,75,0,0.626160198,16883,0
20110,12/21/2012,12/21/2012,Male,4,Amstelveen,,AN,17.0,3/31/2014,5,13516,10000.0,1305.0,35001,7/28/2013,248,54.75,146,0,0.621794806,13816,1
60562,7/14/2012,7/14/2012,Male,4,beijing,beijing,CN,35.0,3/31/2014,33,19832,13505.0,8121.0,27713,3/28/2014,4,19.46875,91,1,0.7852581820000001,20486,1
43822,4/18/2010,4/18/2010,Male,4,changchun,jilin,CN,46.0,3/31/2014,21,16337,10451.0,7322.0,29067,3/24/2014,8,35.25,127,0,0.748615268,16337,0
20789,4/21/2008,5/2/2008,Female,4,guangzhou,guangdong,CN,57.0,3/31/2014,9,18545,5050.0,8289.0,30333,1/19/2014,73,76.375,321,1,0.7172890909999999,88780,40
47464,5/4/2012,5/4/2012,Male,4,MANILA,MANILA,PH,31.0,3/31/2014,13,5954,2150.0,12167.0,36547,3/6/2014,26,56.0,459,0,0.595303582,5954,0
41882,10/2/2011,10/2/2011,Male,4,beijing,beijing,CN,55.0,3/31/2014,10,21575,5385.0,14005.0,16584,1/23/2014,69,49.44444444,146,0,1.311766763,21575,0
4474,2/17/2010,2/17/2010,Male,5,guangzhou,guangdong,CN,36.0,3/31/2014,25,18773,8390.0,13040.0,28718,3/18/2014,14,29.16666667,176,1,0.75743854,22575,28
3753,1/7/2010,1/7/2010,Male,4,pingdingshanshi,henansheng,CN,46.0,3/31/2014,28,18795,6660.0,13031.0,27974,1/25/2014,67,21.59259259,89,0,0.7775770359999999,18795,0
32284,1/21/2013,1/24/2013,Male,4,zhongshan,guangdong,CN,34.0,3/31/2014,20,18867,1708.0,17906.0,34001,2/3/2014,58,19.73684211,77,0,0.639692656,18867,0
38948,5/3/2008,3/30/2010,Male,4,guangzhou,guangdong,CN,45.0,3/31/2014,28,17604,12366.0,11278.0,29964,3/29/2014,3,24.74074074,214,2,0.72584735,17604,2
12935,7/28/2009,8/23/2009,Male,4,qianjiang,hubeisheng,CN,53.0,3/31/2014,28,19308,11181.0,9184.0,30810,11/14/2013,139,20.37037037,76,0,0.705898734,19308,0
38070,2/26/2005,4/21/2005,Male,4,guangzhou,guangdong,CN,44.0,3/31/2014,23,16340,10316.0,10749.0,33529,3/2/2014,30,31.72727273,124,1,0.6486542989999999,16340,1
2841,11/14/2007,11/14/2007,Female,4,shenzhen,guangdong,CN,36.0,3/31/2014,15,19595,11935.0,5091.0,27560,10/11/2013,173,37.28571429,177,3,0.7891328009999999,21736,6
37396,2/21/2010,6/18/2010,Female,4,guangzhoushi,guangdong,CN,31.0,3/31/2014,20,17385,10056.0,9546.0,34257,2/17/2014,44,29.57894737,87,0,0.634842806,21126,5
37030,2/3/2007,4/24/2007,Male,4,shenzhen,guangdong,CN,35.0,3/31/2014,19,20036,2892.0,15364.0,27441,3/24/2014,8,29.22222222,99,0,0.792526147,20036,0
11907,12/9/2007,1/11/2008,Male,4,shenzhen,guangdong,CN,37.0,3/31/2014,30,19098,6249.0,15995.0,30390,3/28/2014,4,23.55172414,107,1,0.715503126,39598,14
4364,7/6/2006,7/6/2006,Male,4,dalian,liaoning,CN,44.0,3/31/2014,44,17630,14213.0,9684.0,33913,2/25/2014,36,16.11627907,92,4,0.6411169760000001,20330,8
44969,6/13/2006,6/14/2006,Female,4,wulumuqi,xinjiang,CN,41.0,3/31/2014,10,16857,5784.0,11784.0,31438,3/21/2014,11,67.33333333,228,0,0.69158407,18828,1
45620,2/16/2006,4/5/2006,Female,4,guangzhou,guangdong,CN,43.0,3/31/2014,21,18607,20405.0,0.0,30969,3/15/2013,383,17.3,63,0,0.701948723,24038,2
56453,11/23/2005,12/26/2005,Female,4,guangzhou,guangdong,CN,38.0,3/31/2014,13,21325,13969.0,4420.0,20711,4/24/2013,343,31.16666667,79,2,1.049577519,21325,2
40834,9/25/2010,9/25/2010,Male,4,fanyu,guangdong,CN,35.0,3/31/2014,17,23870,8120.0,8780.0,29077,3/19/2014,13,43.125,159,0,0.7475444509999999,23870,0
2306,9/9/2005,10/31/2005,Male,4,guangzhou,guangdong,CN,41.0,3/31/2014,20,19906,4610.0,15310.0,27842,3/6/2014,26,33.15789474,159,0,0.78070074,28938,26
53024,10/31/2012,10/31/2012,Male,5,shenyang,liaoning,CN,44.0,3/31/2014,23,18695,3541.0,15867.0,33434,3/22/2014,10,23.09090909,87,0,0.650123527,18695,0
3742,9/30/2008,10/12/2008,Male,4,guangzhou,guangdong,CN,36.0,3/31/2014,14,17210,7235.0,14461.0,29854,1/31/2014,61,32.92307692,163,0,0.7278719770000001,17210,0
12852,12/2/2008,12/2/2008,Female,4,SYDNEY,NSW,AU,75.0,3/31/2014,7,12349,5928.0,5650.0,34135,1/8/2014,84,80.5,309,1,0.6365821,12349,1
3969,2/10/2009,2/25/2009,Male,4,beijing,beijing,CN,53.0,3/31/2014,18,17079,3687.0,15013.0,32894,3/26/2014,6,42.05882353,312,0,0.660507995,17079,0
33897,8/25/2012,8/29/2012,Male,4,leqingshi,zhejiang,CN,51.0,3/31/2014,16,18167,6980.0,7793.0,28910,1/23/2014,69,34.13333333,138,0,0.7515098579999999,18167,0
53337,9/4/2010,10/19/2010,Female,4,shanghaishi,shanghai,CN,37.0,3/31/2014,21,19244,6019.0,2199.0,23542,11/28/2013,125,30.25,109,0,0.922776739,19244,2
13867,10/19/2010,11/5/2010,Male,4,Tokyo,Tokyo,JP,52.0,3/31/2014,26,19075,11458.0,7347.0,23635,1/23/2014,69,24.72,82,0,0.9191351809999999,20777,1
34265,2/8/2013,2/8/2013,Male,4,jinhu,jiangsu,CN,42.0,3/31/2014,10,16967,6043.0,10696.0,32051,2014/2/29  0:00:00,32,42.88888889,130,0,0.6777835320000001,16967,0
46745,3/13/2012,4/24/2012,Male,4,Marienheide,,DE,59.0,3/31/2014,11,15259,5810.0,10037.0,27482,3/17/2014,15,69.3,322,0,0.7903707879999999,15259,0
24172,11/24/2011,11/24/2011,Male,4,changchun,jilin,CN,34.0,3/31/2014,26,20459,19096.0,3257.0,22344,11/16/2013,137,23.64,184,0,0.9720166490000001,20459,0
10569,9/29/2011,9/30/2011,Female,4,guangzhou,guangdong,CN,39.0,3/31/2014,7,20072,10470.0,7803.0,14767,10/4/2013,180,86.83333333,210,0,1.470739487,29876,10
52678,11/24/2009,11/30/2009,Male,4,shenyangshi,liaoningsheng,CN,41.0,3/31/2014,28,17108,10681.0,8697.0,33264,3/27/2014,5,24.7037037,208,0,0.652878187,26528,24
31202,10/9/2009,10/9/2009,Male,4,wuhanshi,hubeisheng,CN,49.0,3/31/2014,21,20454,10878.0,7012.0,25604,3/12/2014,20,34.55,118,2,0.848078035,20454,2
7020,11/9/2012,11/9/2012,Male,5,changzhou,jiangsusheng,CN,36.0,3/31/2014,18,21842,2612.0,16687.0,23732,3/29/2014,3,29.76470588,210,0,0.914940165,21842,0
42587,6/3/2012,6/3/2012,Male,4,wuhan,hubei,CN,47.0,3/31/2014,30,16968,6442.0,13376.0,35462,3/20/2014,12,22.62068966,88,0,0.612285263,16968,0
15004,2/16/2012,5/20/2012,Male,4,shenyangshi,liaoningsheng,CN,35.0,3/31/2014,22,19456,2870.0,4477.0,30829,3/20/2014,12,31.9047619,125,0,0.70428071,19456,0
18366,5/9/2011,7/20/2011,Male,4,,beijing,CN,39.0,3/31/2014,17,18439,11985.0,6855.0,33246,3/21/2014,11,44.4375,121,0,0.653052096,20279,9
11468,10/13/2008,10/13/2008,Male,4,beijing,beijing,CN,59.0,3/31/2014,16,15960,9830.0,8915.0,33316,1/17/2014,75,36.13333333,147,1,0.6516595629999999,16673,2
27365,10/31/2011,9/20/2012,Male,4,shenyang,liaoning,CN,35.0,3/31/2014,17,17364,6437.0,12305.0,25632,3/16/2014,16,33.9375,142,0,0.846984238,17765,7
55931,11/9/2012,1/27/2013,Male,6,shenzhen,guangdong,CN,54.0,3/31/2014,17,17721,1225.0,17248.0,31900,3/13/2014,19,25.6875,76,1,0.680556426,24743,3
7914,9/19/2012,9/22/2012,Female,4,beijingshi,beijing,CN,31.0,3/31/2014,26,18550,6762.0,11566.0,27377,3/29/2014,3,22.16,115,0,0.7929787779999999,18550,0
54928,6/6/2006,12/7/2006,Male,4,guangzhou,guangdong,CN,40.0,3/31/2014,30,18607,14359.0,7365.0,30211,3/20/2014,12,24.06896552,102,1,0.718576677,18607,1
29377,11/23/2005,1/23/2006,Male,4,wuhan,hubei,CN,59.0,3/31/2014,27,15691,12695.0,12797.0,29589,2/20/2014,41,25.57692308,80,0,0.73367569,15691,0
19188,2/2/2007,8/6/2009,Female,6,beijing,beijing,CN,42.0,3/31/2014,21,17811,1492.0,17202.0,32342,3/19/2014,13,21.35,83,0,0.671183291,17811,0
16796,12/2/2009,12/2/2009,Female,4,shenyangshi,liaoningsheng,CN,38.0,3/31/2014,18,19774,2530.0,15706.0,28761,3/1/2014,31,38.29411765,308,0,0.7546632590000001,19774,0
27639,1/19/2006,8/2/2006,Male,4,tianjin,tianjin,CN,58.0,3/31/2014,26,19879,7849.0,13103.0,26438,3/8/2014,24,27.32,91,0,0.820711854,19879,0
19529,2/10/2010,2/12/2010,Male,4,guangzhou,guangdong,CN,31.0,3/31/2014,29,17408,8450.0,9478.0,32001,3/26/2014,6,23.75,97,1,0.6779697509999999,31593,30
59810,3/15/2012,3/15/2012,Male,4,zhengzhou,henan,CN,60.0,3/31/2014,25,16415,12904.0,7452.0,27775,9/8/2013,206,16.08333333,71,0,0.781028263,16415,0
11582,9/20/2007,10/1/2007,Male,4,guangzhou,guangdong,CN,35.0,3/31/2014,16,20934,9772.0,10253.0,22390,11/17/2013,136,37.73333333,165,0,0.968774453,21447,9
9343,6/19/2012,8/20/2012,Male,4,guangzhou,guangdong,CN,37.0,3/31/2014,22,17474,11921.0,8677.0,28580,3/13/2014,19,27.19047619,89,0,0.7588530440000001,18564,8
62868,4/3/2006,7/22/2006,Male,4,beijingshi,,CN,54.0,3/31/2014,11,16097,13433.0,4419.0,31196,7/6/2013,270,37.5,103,0,0.695093922,16097,0
20615,6/19/2007,6/29/2007,Male,4,shunde,guangdong,CN,50.0,3/31/2014,32,14402,8159.0,9842.0,37708,2/26/2014,35,20.35483871,117,0,0.574964994,14402,0
21466,7/15/2008,3/13/2009,Male,4,jingmen,hubei,CN,53.0,3/31/2014,24,20879,12096.0,8677.0,26707,3/27/2014,5,26.30434783,126,0,0.8116864490000001,20879,0
24190,11/5/2011,11/22/2011,Male,4,guangzhou,guangdong,CN,29.0,3/31/2014,27,14035,5044.0,13500.0,51056,3/25/2014,7,27.03846154,140,0,0.42458104799999996,15119,2
13057,10/27/2010,10/27/2010,Male,4,zhengzhou,henan,CN,45.0,3/31/2014,27,20994,13187.0,8458.0,20090,1/31/2014,61,25.46153846,126,0,1.078972125,22494,1
38195,6/11/2005,7/8/2005,Female,4,guangzhou,guangdong,CN,56.0,3/31/2014,19,17774,8654.0,10733.0,30173,2/7/2014,54,36.44444444,135,0,0.71838962,17774,0
21515,7/9/2008,12/8/2011,Male,4,shenzhen,guangdong,CN,46.0,3/31/2014,22,18853,6197.0,13702.0,29459,3/17/2014,15,27.04761905,165,0,0.735783631,18853,0
36440,10/16/2012,2/5/2013,Male,4,guangzhou,guangdong,CN,37.0,3/31/2014,27,13072,732.0,18302.0,43089,3/16/2014,16,15.57692308,73,0,0.503033489,32234,25
61696,12/6/2009,1/18/2010,Male,4,lishuishi,zhejiang,CN,42.0,3/31/2014,19,19735,9475.0,4467.0,27018,1/30/2014,62,34.72222222,204,4,0.802180398,20140,6
26979,6/15/2006,7/11/2006,Male,4,wulumuqishi,xinjiang,CN,65.0,3/31/2014,20,15424,7451.0,6885.0,34707,3/23/2014,9,37.68421053,262,0,0.624463941,15424,0
7291,1/13/2013,2/12/2013,Male,4,tianjin,tianjin,CN,76.0,3/31/2014,14,21157,847.0,18362.0,18662,1/5/2014,87,25.15384615,73,0,1.1613514090000001,23821,1
56302,6/29/2005,11/19/2005,Female,4,guangzhou,guangdong,CN,45.0,3/31/2014,20,17199,10655.0,8676.0,33084,2/28/2014,33,34.31578947,112,0,0.6550456410000001,17199,0
46203,4/6/2007,6/28/2007,Male,6,.,beijing,CN,48.0,3/31/2014,10,20220,4800.0,14483.0,15348,2/28/2014,33,66.44444444,255,0,1.41185301,23346,3
62497,1/28/2006,1/28/2006,Male,4,shenyang,liaoning,CN,45.0,3/31/2014,26,16931,12957.0,6584.0,28106,2/9/2014,52,27.12,133,3,0.770973102,16931,3
58927,7/9/2011,7/14/2011,Male,4,guangzhou,guangdong,CN,29.0,3/31/2014,26,16540,16567.0,4689.0,31691,3/21/2014,11,27.36,230,1,0.6837370229999999,16540,1
25632,3/14/2013,3/14/2013,Male,4,,,CN,42.0,3/31/2014,32,20261,584.0,21990.0,31038,3/31/2014,1,12.35483871,50,0,0.698032412,21522,0
